Range,Site,TransYear,ID,lifestage,lifestageNext,size,sizeNext,fec.totfruit,fec.meanseed,fec.totseed,surv
Center,Providence,1314,5270,2,2,17.28,18.85,,,,1
Center,Providence,1314,5271,1,2,,0.79,,,,1
Center,Providence,1314,5274,1,2,,0.79,,,,1
Center,Providence,1314,5275,2,3,17.28,37.7,,,,1
Center,Providence,1314,5277,1,,,,,,,0
Center,Providence,1314,5279,2,,217.37,,,,,0
Center,Providence,1314,5284,1,2,,23.56,,,,1
Center,Providence,1314,5287,1,,,,,,,0
Center,Providence,1314,5290,2,3,5.89,31.42,,,,1
Center,Providence,1314,5291,1,2,,1.57,,,,1
Center,Providence,1314,5293,1,,,,,,,0
Center,Providence,1314,5294,2,2,2.2,18.85,,,,1
Center,Providence,1314,5311,2,2,5.37,7.85,,,,1
Center,Providence,1314,5334,2,2,4.4,9.42,,,,1
Center,Providence,1314,5342,1,3,,7.85,,,,1
Center,Providence,1314,5356,2,2,3.78,4.71,,,,1
Center,Providence,1314,5377,2,2,2.83,18.85,,,,1
Center,Providence,1314,5378,2,,5.01,,,,,0
Center,Providence,1314,5409,2,,28.49,,,,,0
Center,Providence,1314,5411,2,2,2.75,11,,,,1
Center,Providence,1314,5412,2,2,4.95,17.67,,,,1
Center,Providence,1314,5414,2,2,2.55,6.28,,,,1
Center,Providence,1314,5415,2,2,9.82,16.49,,,,1
Center,Providence,1314,5417,2,,0.99,,,,,0
Center,Providence,1314,5425,1,2,,1.18,,,,1
Center,Providence,1314,5434,2,2,45.33,6.28,,,,1
Center,Providence,1314,5442,1,,,,,,,0
Center,Providence,1314,5444,2,,15.39,,,,,0
Center,Providence,1314,5452,2,2,10.41,14.14,,,,1
Center,Providence,1314,5454,2,2,4.59,15.71,,,,1
Center,Providence,1314,5456,2,2,178.88,31.42,,,,1
Center,Providence,1314,5459,2,2,14.14,37.7,,,,1
Center,Providence,1314,5476,1,,,,,,,0
Center,Providence,1314,5478,1,2,,0.79,,,,1
Center,Providence,1314,5480,1,,,,,,,0
Center,Providence,1314,5481,1,,,,,,,0
Center,Providence,1314,5483,1,,,,,,,0
Center,Providence,1314,5493,1,2,,6.28,,,,1
Center,Providence,1314,5494,1,,,,,,,0
Center,Providence,1314,5495,2,2,54.43,16.49,,,,1
Center,Providence,1314,5500,2,2,7.42,0.79,,,,1
Center,Providence,1314,5502,1,,,,,,,0
Center,Providence,1314,8582,1,,,,,,,0
Center,Providence,1415,161,2,2,9.42,3.58,,,,1
Center,Providence,1415,162,2,3,25.13,124.13,,,,1
Center,Providence,1415,163,1,,,,,,,0
Center,Providence,1415,164,2,2,6.28,30.52,,,,1
Center,Providence,1415,165,1,2,,2.36,,,,1
Center,Providence,1415,166,1,2,,3.3,,,,1
Center,Providence,1415,167,1,,,,,,,0
Center,Providence,1415,168,1,,,,,,,0
Center,Providence,1415,169,1,,,,,,,0
Center,Providence,1415,170,1,,,,,,,0
Center,Providence,1415,171,1,,,,,,,0
Center,Providence,1415,172,1,,,,,,,0
Center,Providence,1415,173,1,,,,,,,0
Center,Providence,1415,174,1,2,,1.13,,,,1
Center,Providence,1415,175,1,2,,0.28,,,,1
Center,Providence,1415,176,1,2,,3.9,,,,1
Center,Providence,1415,177,1,2,,0.94,,,,1
Center,Providence,1415,178,1,2,,0.26,,,,1
Center,Providence,1415,180,1,,,,,,,0
Center,Providence,1415,181,2,3,11.78,82.47,,,,1
Center,Providence,1415,182,1,3,,77.56,,,,1
Center,Providence,1415,183,1,2,,20.3,,,,1
Center,Providence,1415,186,1,,,,,,,0
Center,Providence,1415,187,1,2,,14.33,,,,1
Center,Providence,1415,189,1,2,,15.32,,,,1
Center,Providence,1415,190,1,,,,,,,0
Center,Providence,1415,195,1,2,,2.62,,,,1
Center,Providence,1415,196,1,2,,8.25,,,,1
Center,Providence,1415,197,1,2,,0.42,,,,1
Center,Providence,1415,200,1,2,,0.35,,,,1
Center,Providence,1415,208,1,,,,,,,0
Center,Providence,1415,209,1,2,,2.07,,,,1
Center,Providence,1415,210,1,2,,0.24,,,,1
Center,Providence,1415,211,1,2,,3.13,,,,1
Center,Providence,1415,212,1,2,,4.03,,,,1
Center,Providence,1415,213,1,,,,,,,0
Center,Providence,1415,214,1,,,,,,,0
Center,Providence,1415,215,1,,,,,,,0
Center,Providence,1415,216,1,,,,,,,0
Center,Providence,1415,217,1,2,,4.15,,,,1
Center,Providence,1415,218,1,,,,,,,0
Center,Providence,1415,219,1,,,,,,,0
Center,Providence,1415,223,1,,,,,,,0
Center,Providence,1415,224,2,2,1.96,8.13,,,,1
Center,Providence,1415,225,2,2,11.78,29.15,,,,1
Center,Providence,1415,226,2,3,23.56,89.54,,,,1
Center,Providence,1415,231,2,3,42.41,78.99,,,,1
Center,Providence,1415,232,2,3,11.78,73.16,,,,1
Center,Providence,1415,236,1,,,,,,,0
Center,Providence,1415,237,2,2,2.36,22.12,,,,1
Center,Providence,1415,239,1,2,,7.78,,,,1
Center,Providence,1415,240,1,2,,6.79,,,,1
Center,Providence,1415,241,1,2,,3.57,,,,1
Center,Providence,1415,242,1,2,,2.95,,,,1
Center,Providence,1415,243,1,3,,128.18,,,,1
Center,Providence,1415,246,1,,,,,,,0
Center,Providence,1415,247,1,2,,0.47,,,,1
Center,Providence,1415,248,1,,,,,,,0
Center,Providence,1415,249,1,,,,,,,0
Center,Providence,1415,250,1,,,,,,,0
Center,Providence,1415,251,1,,,,,,,0
Center,Providence,1415,253,1,,,,,,,0
Center,Providence,1415,254,1,,,,,,,0
Center,Providence,1415,255,1,,,,,,,0
Center,Providence,1415,257,1,2,,1.45,,,,1
Center,Providence,1415,258,1,2,,3.68,,,,1
Center,Providence,1415,259,1,2,,2.2,,,,1
Center,Providence,1415,261,1,2,,1.9,,,,1
Center,Providence,1415,262,1,,,,,,,0
Center,Providence,1415,263,2,2,9.62,6.93,,,,1
Center,Providence,1415,264,1,2,,2.36,,,,1
Center,Providence,1415,265,1,,,,,,,0
Center,Providence,1415,266,1,,,,,,,0
Center,Providence,1415,267,1,,,,,,,0
Center,Providence,1415,268,1,,,,,,,0
Center,Providence,1415,269,1,2,,0.21,,,,1
Center,Providence,1415,270,1,2,,3.93,,,,1
Center,Providence,1415,271,1,,,,,,,0
Center,Providence,1415,272,1,,,,,,,0
Center,Providence,1415,273,1,,,,,,,0
Center,Providence,1415,274,1,2,,15.55,,,,1
Center,Providence,1415,275,1,,,,,,,0
Center,Providence,1415,276,1,,,,,,,0
Center,Providence,1415,277,1,,,,,,,0
Center,Providence,1415,280,2,3,43.2,178.13,,,,1
Center,Providence,1415,282,2,2,98.96,80.11,,,,1
Center,Providence,1415,285,1,,,,,,,0
Center,Providence,1415,286,1,,,,,,,0
Center,Providence,1415,287,1,,,,,,,0
Center,Providence,1415,288,1,,,,,,,0
Center,Providence,1415,289,1,2,,2.33,,,,1
Center,Providence,1415,290,1,2,,1.38,,,,1
Center,Providence,1415,291,1,2,,1.64,,,,1
Center,Providence,1415,292,1,2,,5.18,,,,1
Center,Providence,1415,293,1,,,,,,,0
Center,Providence,1415,294,1,3,,79,,,,1
Center,Providence,1415,295,1,2,,1.64,,,,1
Center,Providence,1415,296,1,2,,0.52,,,,1
Center,Providence,1415,297,1,,,,,,,0
Center,Providence,1415,3118,,1,,,,,,
Center,Providence,1415,3122,,1,,,,,,
Center,Providence,1415,3124,,1,,,,,,
Center,Providence,1415,3135,,1,,,,,,
Center,Providence,1415,3143,,1,,,,,,
Center,Providence,1415,3144,,1,,,,,,
Center,Providence,1415,3147,,1,,,,,,
Center,Providence,1415,3152,,1,,,,,,
Center,Providence,1415,3157,,1,,,,,,
Center,Providence,1415,3161,,1,,,,,,
Center,Providence,1415,3162,,1,,,,,,
Center,Providence,1415,3164,,1,,,,,,
Center,Providence,1415,3166,,1,,,,,,
Center,Providence,1415,3168,,3,,273.98,,,,1
Center,Providence,1415,3174,,3,,172.6,,,,1
Center,Providence,1415,3175,,3,,117.86,,,,1
Center,Providence,1415,3176,,1,,,,,,
Center,Providence,1415,3177,,1,,,,,,
Center,Providence,1415,3184,,1,,,,,,
Center,Providence,1415,3187,,3,,148.13,,,,1
Center,Providence,1415,3190,,1,,,,,,
Center,Providence,1415,3193,,1,,,,,,
Center,Providence,1415,3194,,1,,,,,,
Center,Providence,1415,3197,,1,,,,,,
Center,Providence,1415,3217,,3,,207.35,,,,1
Center,Providence,1415,3231,,1,,,,,,
Center,Providence,1415,3232,,3,,223.12,,,,1
Center,Providence,1415,3234,,1,,,,,,
Center,Providence,1415,3240,,1,,,,,,
Center,Providence,1415,3241,,1,,,,,,
Center,Providence,1415,3243,,3,,172.92,,,,1
Center,Providence,1415,3247,,1,,,,,,
Center,Providence,1415,3252,,3,,65.57,,,,1
Center,Providence,1415,3265,,1,,,,,,
Center,Providence,1415,3271,,1,,,,,,
Center,Providence,1415,3291,,1,,,,,,
Center,Providence,1415,3294,,1,,,,,,
Center,Providence,1415,3298,,1,,,,,,
Center,Providence,1415,3318,,1,,,,,,
Center,Providence,1415,3320,,1,,,,,,
Center,Providence,1415,3328,,1,,,,,,
Center,Providence,1415,3339,,1,,,,,,
Center,Providence,1415,3340,,1,,,,,,
Center,Providence,1415,3344,,1,,,,,,
Center,Providence,1415,3345,,1,,,,,,
Center,Providence,1415,3346,,1,,,,,,
Center,Providence,1415,3347,,1,,,,,,
Center,Providence,1415,3362,,1,,,,,,
Center,Providence,1415,3364,,1,,,,,,
Center,Providence,1415,3369,,1,,,,,,
Center,Providence,1415,3371,,1,,,,,,
Center,Providence,1415,3372,,1,,,,,,
Center,Providence,1415,3379,,1,,,,,,
Center,Providence,1415,3381,,1,,,,,,
Center,Providence,1415,3382,,1,,,,,,
Center,Providence,1415,3384,,1,,,,,,
Center,Providence,1415,3397,,1,,,,,,
Center,Providence,1415,3402,,1,,,,,,
Center,Providence,1415,3404,,1,,,,,,
Center,Providence,1415,3406,,1,,,,,,
Center,Providence,1415,3409,,1,,,,,,
Center,Providence,1415,3410,,1,,,,,,
Center,Providence,1415,3411,,1,,,,,,
Center,Providence,1415,3415,,1,,,,,,
Center,Providence,1415,3416,,1,,,,,,
Center,Providence,1415,3419,,1,,,,,,
Center,Providence,1415,3420,,1,,,,,,
Center,Providence,1415,3421,,1,,,,,,
Center,Providence,1415,3424,,1,,,,,,
Center,Providence,1415,3426,,1,,,,,,
Center,Providence,1415,3430,,1,,,,,,
Center,Providence,1415,3432,,1,,,,,,
Center,Providence,1415,3440,,1,,,,,,
Center,Providence,1415,3442,,1,,,,,,
Center,Providence,1415,3443,,1,,,,,,
Center,Providence,1415,3446,,1,,,,,,
Center,Providence,1415,3454,,1,,,,,,
Center,Providence,1415,3455,,1,,,,,,
Center,Providence,1415,3456,,1,,,,,,
Center,Providence,1415,3457,,1,,,,,,
Center,Providence,1415,3461,,1,,,,,,
Center,Providence,1415,3464,,1,,,,,,
Center,Providence,1415,3465,,1,,,,,,
Center,Providence,1415,3468,,1,,,,,,
Center,Providence,1415,3469,,1,,,,,,
Center,Providence,1415,3470,,1,,,,,,
Center,Providence,1415,3471,,1,,,,,,
Center,Providence,1415,3472,,1,,,,,,
Center,Providence,1415,4424,3,3,102.1,189.58,0,,0,1
Center,Providence,1415,4427,2,3,103.67,136.5,,,,1
Center,Providence,1415,4429,3,3,98.96,369.86,0,,0,1
Center,Providence,1415,4439,2,3,8.25,294.05,,,,1
Center,Providence,1415,4440,,,,,,,,0
Center,Providence,1415,4442,,,,,,,,0
Center,Providence,1415,4444,2,3,54.98,110.27,,,,1
Center,Providence,1415,4451,2,3,25.13,114.2,,,,1
Center,Providence,1415,4454,3,3,51.84,133.45,0,,0,1
Center,Providence,1415,4455,3,3,70.69,172.24,0,,0,1
Center,Providence,1415,4457,,,,,,,,0
Center,Providence,1415,4458,2,3,9.42,39.85,,,,1
Center,Providence,1415,4459,,,,,,,,0
Center,Providence,1415,4460,,,,,,,,1
Center,Providence,1415,4463,,,,,,,,
Center,Providence,1415,4483,2,3,5.89,19.79,,,,1
Center,Providence,1415,4489,2,3,13.74,46.5,,,,1
Center,Providence,1415,4493,,,,,,,,
Center,Providence,1415,4508,2,3,21.99,65.97,,,,1
Center,Providence,1415,4512,2,3,28.27,100.61,,,,1
Center,Providence,1415,4517,3,3,43.2,216.45,2,0,8,1
Center,Providence,1415,4520,,,,,,,,0
Center,Providence,1415,4522,2,2,2.36,15.9,,,,1
Center,Providence,1415,4528,3,3,43.98,120.01,0,,0,1
Center,Providence,1415,4536,3,3,37.7,95.82,0,,0,1
Center,Providence,1415,4552,,,,,,,,0
Center,Providence,1415,4572,,,,,,,,0
Center,Providence,1415,4577,,,,,,,,0
Center,Providence,1415,4578,,,,,,,,0
Center,Providence,1415,4580,,,,,,,,0
Center,Providence,1415,4582,2,3,18.85,140.43,,,,1
Center,Providence,1415,4586,2,3,21.99,60.13,,,,1
Center,Providence,1415,4589,,,,,,,,0
Center,Providence,1415,4599,,,,,,,,0
Center,Providence,1415,4613,,,,,,,,0
Center,Providence,1415,4621,2,3,23.56,40.1,,,,1
Center,Providence,1415,4622,,,,,,,,0
Center,Providence,1415,4628,,,,,,,,0
Center,Providence,1415,4629,,,,,,,,0
Center,Providence,1415,4644,2,2,0.39,11.31,,,,1
Center,Providence,1415,4646,2,3,2.36,12.25,,,,1
Center,Providence,1415,4647,2,2,2.36,28.75,,,,1
Center,Providence,1415,4652,,,,,,,,0
Center,Providence,1415,4658,,,,,,,,0
Center,Providence,1415,4663,,,,,,,,0
Center,Providence,1415,4664,,,,,,,,0
Center,Providence,1415,4674,3,3,15.71,72.88,0,,0,1
Center,Providence,1415,4675,,,,,,,,0
Center,Providence,1415,4691,,,,,,,,0
Center,Providence,1415,4693,,,,,,,,0
Center,Providence,1415,4702,2,2,1.57,1.38,,,,1
Center,Providence,1415,4710,2,2,11.78,,,,,0
Center,Providence,1415,4717,,,,,,,,0
Center,Providence,1415,4718,,,,,,,,0
Center,Providence,1415,4723,,,,,,,,0
Center,Providence,1415,4724,,,,,,,,0
Center,Providence,1415,4738,,,,,,,,0
Center,Providence,1415,4745,,,,,,,,0
Center,Providence,1415,4747,2,3,9.82,42.53,,,,1
Center,Providence,1415,4752,,,,,,,,0
Center,Providence,1415,4753,,,,,,,,0
Center,Providence,1415,4754,,,,,,,,0
Center,Providence,1415,4760,,,,,,,,0
Center,Providence,1415,4762,,,,,,,,0
Center,Providence,1415,4771,,,,,,,,0
Center,Providence,1415,4776,,,,,,,,0
Center,Providence,1415,4778,,,,,,,,0
Center,Providence,1415,4782,2,2,1.57,2.36,,,,1
Center,Providence,1415,4784,,,,,,,,0
Center,Providence,1415,4785,2,3,98.96,235.31,,,,1
Center,Providence,1415,4790,3,3,142.94,118.11,0,0,0,1
Center,Providence,1415,4794,3,3,223.84,225.33,4,6.666666667,44,1
Center,Providence,1415,4795,2,2,27.49,39.14,,,,1
Center,Providence,1415,4799,,,,,,,,0
Center,Providence,1415,4802,,,,,,,,0
Center,Providence,1415,4805,,,,,,,,0
Center,Providence,1415,4806,,,,,,,,0
Center,Providence,1415,4808,,,,,,,,0
Center,Providence,1415,4810,,,,,,,,0
Center,Providence,1415,4812,,,,,,,,0
Center,Providence,1415,4814,,,,,,,,0
Center,Providence,1415,4815,,,,,,,,0
Center,Providence,1415,4821,,,,,,,,0
Center,Providence,1415,4823,3,3,91.89,191.13,6,7.666666667,46,1
Center,Providence,1415,4824,2,3,28.27,71.49,,,,1
Center,Providence,1415,4836,3,3,31.42,24.91,2,10,20,1
Center,Providence,1415,4839,,,,,,,,0
Center,Providence,1415,4841,2,2,73.43,17.28,,,,1
Center,Providence,1415,4842,3,3,62.83,98.99,0,,0,1
Center,Providence,1415,4846,2,3,43.98,98.36,,,,1
Center,Providence,1415,4857,,,,,,,,0
Center,Providence,1415,4859,,,,,,,,0
Center,Providence,1415,4865,3,3,86.39,28.27,0,0,0,1
Center,Providence,1415,4873,,,,,,,,0
Center,Providence,1415,4885,2,3,21.6,50.64,,,,1
Center,Providence,1415,4886,2,3,25.92,46.97,,,,1
Center,Providence,1415,4890,2,2,0.79,1.02,,,,1
Center,Providence,1415,4897,3,3,56.55,57.14,0,,0,1
Center,Providence,1415,4898,,,,,,,,0
Center,Providence,1415,4909,2,3,37.7,29.71,,,,1
Center,Providence,1415,4921,2,2,11.78,39.25,,,,1
Center,Providence,1415,4930,,,,,,,,0
Center,Providence,1415,4943,,,,,,,,0
Center,Providence,1415,4945,,,,,,,,0
Center,Providence,1415,4950,,,,,,,,0
Center,Providence,1415,4955,,,,,,,,0
Center,Providence,1415,4960,,,,,,,,0
Center,Providence,1415,4967,,,,,,,,0
Center,Providence,1415,4969,,,,,,,,0
Center,Providence,1415,4979,3,3,37.7,83.75,0,,0,1
Center,Providence,1415,4983,,,,,,,,0
Center,Providence,1415,5008,2,2,1.57,12.96,,,,1
Center,Providence,1415,5009,,,,,,,,0
Center,Providence,1415,5017,2,3,1.57,37.11,,,,1
Center,Providence,1415,5043,2,3,42.41,144.98,,,,1
Center,Providence,1415,5044,2,3,2.75,28.67,,,,1
Center,Providence,1415,5049,,,,,,,,0
Center,Providence,1415,5052,2,3,,234.43,,,,1
Center,Providence,1415,5060,,,,,,,,0
Center,Providence,1415,5068,,,,,,,,0
Center,Providence,1415,5075,,,,,,,,0
Center,Providence,1415,5093,2,2,3.93,12.63,,,,1
Center,Providence,1415,5096,,,,,,,,0
Center,Providence,1415,5099,,,,,,,,0
Center,Providence,1415,5105,2,2,65.97,9.21,,,,1
Center,Providence,1415,5110,2,2,5.5,23.64,,,,1
Center,Providence,1415,5116,2,2,70.69,49.24,,,,1
Center,Providence,1415,5123,,,,,,,,0
Center,Providence,1415,5139,3,3,25.92,75.7,0,,0,1
Center,Providence,1415,5140,2,3,51.84,118.82,,,,1
Center,Providence,1415,5143,,,,,,,,0
Center,Providence,1415,5162,3,3,91.89,59.38,1,11,1,1
Center,Providence,1415,5189,,,,,,,,0
Center,Providence,1415,5190,,,,,,,,0
Center,Providence,1415,5195,,,,,,,,0
Center,Providence,1415,5210,,3,,70.96,,,,1
Center,Providence,1415,5213,,,,,,,,0
Center,Providence,1415,5220,3,3,109.96,115.45,0,,0,1
Center,Providence,1415,5221,,,,,,,,0
Center,Providence,1415,5222,3,,70.69,,0,,0,0
Center,Providence,1415,5223,,,,,,,,0
Center,Providence,1415,5226,2,3,70.69,207.83,,,,1
Center,Providence,1415,5231,,,,,,,,0
Center,Providence,1415,5236,3,,26.7,,0,,0,0
Center,Providence,1415,5248,2,3,24.74,95.98,,,,1
Center,Providence,1415,5249,2,3,9.42,70.5,,,,1
Center,Providence,1415,5251,,,,,,,,0
Center,Providence,1415,5254,,,,,,,,0
Center,Providence,1415,5257,2,2,0.79,1.76,,,,1
Center,Providence,1415,5261,,,,,,,,0
Center,Providence,1415,5262,2,3,31.81,159.04,,,,1
Center,Providence,1415,5263,3,3,54.98,114.72,0,,0,1
Center,Providence,1415,5265,,,,,,,,0
Center,Providence,1415,5270,2,3,18.85,56.9,,,,1
Center,Providence,1415,5271,2,2,0.79,3.77,,,,1
Center,Providence,1415,5274,2,2,0.79,2,,,,1
Center,Providence,1415,5275,3,2,37.7,10.6,0,,0,1
Center,Providence,1415,5277,,,,,,,,0
Center,Providence,1415,5279,,,,,,,,0
Center,Providence,1415,5284,2,2,23.56,21.75,,,,1
Center,Providence,1415,5287,,,,,,,,0
Center,Providence,1415,5288,,,,,,,,0
Center,Providence,1415,5290,3,3,31.42,68.78,0,,0,1
Center,Providence,1415,5291,2,2,1.57,2.83,,,,1
Center,Providence,1415,5293,,,,,,,,0
Center,Providence,1415,5294,2,2,18.85,31.57,,,,1
Center,Providence,1415,5311,2,2,7.85,16.27,,,,1
Center,Providence,1415,5334,2,3,9.42,7.54,,,,1
Center,Providence,1415,5342,3,3,7.85,9.19,0,,0,1
Center,Providence,1415,5356,2,3,4.71,65.03,,,,1
Center,Providence,1415,5377,2,3,18.85,80.78,,,,1
Center,Providence,1415,5378,,,,,,,,0
Center,Providence,1415,5409,,,,,,,,0
Center,Providence,1415,5411,2,3,11,35.34,,,,1
Center,Providence,1415,5412,2,3,17.67,49.63,,,,1
Center,Providence,1415,5414,2,3,6.28,33.46,,,,1
Center,Providence,1415,5415,2,2,16.49,50.58,,,,1
Center,Providence,1415,5417,,,,,,,,0
Center,Providence,1415,5425,2,,1.18,,,,,0
Center,Providence,1415,5434,2,3,6.28,163.13,,,,1
Center,Providence,1415,5436,,,,,,,,0
Center,Providence,1415,5437,,,,,,,,0
Center,Providence,1415,5442,,,,,,,,0
Center,Providence,1415,5444,,,,,,,,0
Center,Providence,1415,5452,2,3,14.14,71.36,,,,1
Center,Providence,1415,5454,2,3,15.71,93.31,,,,1
Center,Providence,1415,5456,2,3,31.42,76.77,,,,1
Center,Providence,1415,5457,,,,,,,,0
Center,Providence,1415,5459,2,3,37.7,97.55,,,,1
Center,Providence,1415,5476,,,,,,,,0
Center,Providence,1415,5478,2,,0.79,,,,,0
Center,Providence,1415,5480,,,,,,,,0
Center,Providence,1415,5481,,,,,,,,0
Center,Providence,1415,5483,,,,,,,,0
Center,Providence,1415,5493,2,2,6.28,33.93,,,,1
Center,Providence,1415,5494,,,,,,,,0
Center,Providence,1415,5495,2,2,16.49,46.24,,,,1
Center,Providence,1415,5496,3,3,87.96,129.08,0,,0,1
Center,Providence,1415,5500,2,3,0.79,23.23,,,,1
Center,Providence,1415,5502,,,,,,,,0
Center,Providence,1415,8582,,,,,,,,0
Center,Providence,1516,161,2,2,3.58,48.49833659,,,,1
Center,Providence,1516,162,3,3,124.13,129.5278651,5,1.2,6,1
Center,Providence,1516,164,2,,30.52,,,,,0
Center,Providence,1516,165,2,,2.36,,,,,
Center,Providence,1516,166,2,3,3.3,157.5822875,,,,1
Center,Providence,1516,174,2,2,1.13,4.594579256,,,,1
Center,Providence,1516,175,2,2,0.28,0.471238898,,,,1
Center,Providence,1516,176,2,2,3.9,1.884955592,,,,1
Center,Providence,1516,177,2,2,0.94,1.947787445,,,,1
Center,Providence,1516,178,2,2,0.26,10.83849465,,,,1
Center,Providence,1516,181,3,2,82.47,50.89380099,2,3.5,7,1
Center,Providence,1516,182,3,,77.56,,11,9.1,100.1,0
Center,Providence,1516,183,2,3,20.3,38.17035074,,,,1
Center,Providence,1516,187,2,,14.33,,,,,0
Center,Providence,1516,188,3,,194.78,,4,13.5,54,0
Center,Providence,1516,189,2,3,15.32,125.5458964,,,,1
Center,Providence,1516,195,2,2,2.62,70.37167544,,,,1
Center,Providence,1516,196,2,2,8.25,9.503317777,,,,1
Center,Providence,1516,197,2,2,0.42,60.47565858,,,,1
Center,Providence,1516,200,2,,0.35,,,,,0
Center,Providence,1516,201,3,3,60.87,80.79390907,1,11,11,1
Center,Providence,1516,202,3,3,105.56,134.3973337,7,2,14,1
Center,Providence,1516,203,3,3,281.8,636.7222911,7,11,77,1
Center,Providence,1516,205,3,3,91.04,61.16680897,1,10,10,1
Center,Providence,1516,206,2,3,91.86,181.0185687,,,,1
Center,Providence,1516,209,2,2,2.07,10.60287521,,,,1
Center,Providence,1516,210,2,,0.24,,,,,0
Center,Providence,1516,211,2,,3.13,,,,,0
Center,Providence,1516,212,2,2,4.03,18.3469011,,,,1
Center,Providence,1516,217,2,,4.15,,,,,0
Center,Providence,1516,224,2,2,8.13,26.95486497,,,,1
Center,Providence,1516,225,2,3,29.15,182.5343872,,,,1
Center,Providence,1516,226,3,3,89.54,202.9625934,2,0,0,1
Center,Providence,1516,227,3,3,127.78,161.9333933,4,11,44,1
Center,Providence,1516,229,3,3,76.78,134.0360506,0,,0,1
Center,Providence,1516,231,3,2,78.99,46.25995182,2,19.5,39,1
Center,Providence,1516,232,3,3,73.16,74.78561312,2,,0,1
Center,Providence,1516,233,3,3,97.31,158.3598317,7,8.2,57.4,1
Center,Providence,1516,237,2,3,22.12,89.53539063,,,,1
Center,Providence,1516,238,3,3,123.7,207.2979912,27,9.3,251.1,1
Center,Providence,1516,239,2,3,7.78,47.1238898,,,,1
Center,Providence,1516,240,2,2,6.79,26.01238717,,,,1
Center,Providence,1516,241,2,2,3.57,29.24037362,,,,1
Center,Providence,1516,242,2,2,2.95,13.63451212,,,,1
Center,Providence,1516,243,3,3,128.18,88.31802347,0,,0,1
Center,Providence,1516,247,2,,0.47,,,,,0
Center,Providence,1516,252,3,3,67.43,225.6291844,0,,0,1
Center,Providence,1516,256,2,,47.01,,,,,0
Center,Providence,1516,257,2,,1.45,,,,,0
Center,Providence,1516,258,2,,3.68,,,,,0
Center,Providence,1516,259,2,2,2.2,2.199114858,,,,1
Center,Providence,1516,261,2,,1.9,,,,,0
Center,Providence,1516,263,2,2,6.93,3.793473129,,,,1
Center,Providence,1516,264,2,2,2.36,77.58948456,,,,1
Center,Providence,1516,269,2,,0.21,,,,,0
Center,Providence,1516,270,2,2,3.93,16.74468884,,,,1
Center,Providence,1516,274,2,2,15.55,5.089380099,,,,1
Center,Providence,1516,279,3,,86.71,,0,,0,
Center,Providence,1516,281,2,2,57.18,4.241150082,,,,1
Center,Providence,1516,282,2,,80.11,,,,,0
Center,Providence,1516,289,2,2,2.33,7.25707903,,,,1
Center,Providence,1516,290,2,2,1.38,10.79922475,,,,1
Center,Providence,1516,291,2,,1.64,,,,,0
Center,Providence,1516,292,2,2,5.18,5.09723408,,,,1
Center,Providence,1516,294,3,3,79,151.2362703,2,6,12,1
Center,Providence,1516,295,2,2,1.64,2.945243113,,,,1
Center,Providence,1516,296,2,,0.52,,,,,0
Center,Providence,1516,301,3,3,57.81,135.2926876,0,,0,1
Center,Providence,1516,302,3,3,112,255.725642,0,,0,1
Center,Providence,1516,303,3,3,368.71,429.5499635,0,,0,1
Center,Providence,1516,306,3,3,103.55,288.5552852,0,,0,1
Center,Providence,1516,309,2,3,48.21,158.4462255,,,,1
Center,Providence,1516,312,2,3,49.4,196.0825055,,,,1
Center,Providence,1516,313,3,3,117.9,106.8141502,0,,0,1
Center,Providence,1516,314,2,,103.08,,,,,0
Center,Providence,1516,3118,1,2,,3.408628029,,,,1
Center,Providence,1516,3122,1,,,,,,,0
Center,Providence,1516,3124,1,,,,,,,0
Center,Providence,1516,3135,1,,,,,,,0
Center,Providence,1516,3143,1,,,,,,,0
Center,Providence,1516,3144,1,,,,,,,0
Center,Providence,1516,3147,1,2,,5.419247327,,,,1
Center,Providence,1516,3152,1,,,,,,,0
Center,Providence,1516,3157,1,,,,,,,0
Center,Providence,1516,3161,1,,,,,,,0
Center,Providence,1516,3162,1,,,,,,,0
Center,Providence,1516,3164,1,2,,0.157079633,,,,1
Center,Providence,1516,3166,1,2,,2.858849315,,,,1
Center,Providence,1516,3176,1,,,,,,,0
Center,Providence,1516,3177,1,2,,2.945243113,,,,1
Center,Providence,1516,3184,1,2,,0.706858347,,,,1
Center,Providence,1516,3190,1,,,,,,,0
Center,Providence,1516,3193,1,,,,,,,0
Center,Providence,1516,3194,1,,,,,,,0
Center,Providence,1516,3197,1,,,,,,,0
Center,Providence,1516,3231,1,2,,2.144136986,,,,1
Center,Providence,1516,3234,1,,,,,,,0
Center,Providence,1516,3240,1,,,,,,,0
Center,Providence,1516,3241,1,,,,,,,0
Center,Providence,1516,3247,1,,,,,,,0
Center,Providence,1516,3265,1,,,,,,,0
Center,Providence,1516,3271,1,2,,1.555088364,,,,1
Center,Providence,1516,3291,1,2,,3.534291735,,,,1
Center,Providence,1516,3294,1,,,,,,,0
Center,Providence,1516,3298,1,2,,7.586946258,,,,1
Center,Providence,1516,3318,1,2,,8.050331175,,,,1
Center,Providence,1516,3320,1,,,,,,,0
Center,Providence,1516,3328,1,,,,,,,0
Center,Providence,1516,3339,1,2,,4.476769531,,,,1
