Range,Site,TransYear,ID,lifestage,lifestageNext,size,sizeNext,fec.totfruit,fec.meanseed,fec.totseed,surv
North,Nordic Center,1516,342,2,2,3.88,38.01327111,,,,1
North,Nordic Center,1516,345,2,3,33.87,173.5729941,,,,1
North,Nordic Center,1516,363,2,3,4.95,86.78649706,,,,1
North,Nordic Center,1516,365,2,3,8.06,55.60618997,,,,1
North,Nordic Center,1516,366,2,3,16.34,66.27975101,,,,1
North,Nordic Center,1516,372,2,3,3.46,90.71348787,,,,1
North,Nordic Center,1516,868,2,2,0.19,1.413716694,,,,1
North,Nordic Center,1516,870,2,2,2.97,30.04147975,,,,1
North,Nordic Center,1516,872,2,2,3.3,61.49667619,,,,1
North,Nordic Center,1516,874,2,2,1.41,7.853981634,,,,1
North,Nordic Center,1516,876,2,,4.15,,,,,0
North,Nordic Center,1516,877,2,,0.14,,,,,0
North,Nordic Center,1516,887,2,2,2.14,8.521570073,,,,1
North,Nordic Center,1516,888,2,3,2.2,23.87610417,,,,1
North,Nordic Center,1516,889,2,3,2.45,104.4579557,,,,1
North,Nordic Center,1516,899,2,3,0.38,4.775220833,,,,1
North,Nordic Center,1516,907,2,3,48.66,140.4291916,,,,1
North,Nordic Center,1516,908,2,3,11.03,74.10231672,,,,1
North,Nordic Center,1516,910,3,2,113.76,53.60342465,1,,0,1
North,Nordic Center,1516,911,2,3,211.82,744.1804678,,,,1
North,Nordic Center,1516,912,2,,136.66,,,,,
North,Nordic Center,1516,913,2,3,26.94,243.0021918,,,,1
North,Nordic Center,1516,914,2,3,35.81,136.839922,,,,1
North,Nordic Center,1516,915,2,3,95.38,280.4264142,,,,1
North,Nordic Center,1516,916,2,3,19.1,58.70065873,,,,1
North,Nordic Center,1516,917,2,3,43.9,150.2073987,,,,1
North,Nordic Center,1516,921,3,3,33.93,112.7439064,0,,0,1
North,Nordic Center,1516,923,2,3,116.82,148.1260936,,,,1
North,Nordic Center,1516,925,3,3,53.41,203.1982128,3,10,30,1
North,Nordic Center,1516,928,2,2,4.83,26.13805088,,,,1
North,Nordic Center,1516,930,2,3,11,75.75950684,,,,1
North,Nordic Center,1516,933,2,2,16.26,2.073451151,,,,1
North,Nordic Center,1516,934,2,,1.01,,,,,0
North,Nordic Center,1516,936,2,,50.74,,,,,0
North,Nordic Center,1516,937,2,,12.17,,,,,0
North,Nordic Center,1516,939,2,,29.25,,,,,0
North,Nordic Center,1516,941,2,3,27.9,101.3163631,,,,1
North,Nordic Center,1516,943,2,3,7.16,80.81747101,,,,1
North,Nordic Center,1516,951,2,,1.26,,,,,0
North,Nordic Center,1516,956,2,3,24.93,74.56570163,,,,1
North,Nordic Center,1516,958,2,3,36.72,155.5088364,,,,1
North,Nordic Center,1516,963,2,3,19.15,112.7203444,,,,1
North,Nordic Center,1516,965,3,3,110.27,266.6426765,5,10,50,1
North,Nordic Center,1516,966,2,3,25.47,59.26614541,,,,1
North,Nordic Center,1516,970,2,,37.31,,,,,
North,Nordic Center,1516,971,2,3,11.92,35.64922264,,,,1
North,Nordic Center,1516,972,2,2,54.92,55.54335812,,,,1
North,Nordic Center,1516,973,2,,37.01,,,,,
North,Nordic Center,1516,975,2,,19.51,,,,,0
North,Nordic Center,1516,977,2,3,4.52,76.90618816,,,,1
North,Nordic Center,1516,978,2,,5.11,,,,,0
North,Nordic Center,1516,979,2,,23.4,,,,,0
North,Nordic Center,1516,981,2,3,2.12,95.00176184,,,,1
North,Nordic Center,1516,982,2,3,18.57,117.621229,,,,1
North,Nordic Center,1516,985,2,,6.6,,,,,0
North,Nordic Center,1516,986,2,3,23.86,43.73096974,,,,1
North,Nordic Center,1516,987,2,,6.87,,,,,0
North,Nordic Center,1516,991,2,3,29.45,45.23893421,,,,1
North,Nordic Center,1516,993,2,3,17.9,42.5057486,,,,1
North,Nordic Center,1516,994,2,2,13.27,40.05530633,,,,1
North,Nordic Center,1516,995,2,3,69.9,77.59733854,,,,1
North,Nordic Center,1516,997,2,,19.32,,,,,0
North,Nordic Center,1516,998,2,3,16.08,43.33827066,,,,1
North,Nordic Center,1516,999,2,,15.1,,,,,
North,Nordic Center,1516,1000,2,3,18.38,37.69911184,,,,1
North,Nordic Center,1516,1317,1,2,,2.945243113,,,,1
North,Nordic Center,1516,1324,1,,,,,,,0
North,Nordic Center,1516,1326,1,,,,,,,0
North,Nordic Center,1516,1327,1,2,,0.879645943,,,,1
North,Nordic Center,1516,1332,1,2,,4.146902303,,,,1
North,Nordic Center,1516,1339,1,2,,0.989601686,,,,1
North,Nordic Center,1516,1345,1,,,,,,,0
North,Nordic Center,1516,1346,1,,,,,,,0
North,Nordic Center,1516,1348,1,2,,1.987057353,,,,1
North,Nordic Center,1516,1373,1,,,,,,,0
North,Nordic Center,1516,1374,1,2,,1.484402529,,,,1
North,Nordic Center,1516,1375,1,2,,13.28893692,,,,1
North,Nordic Center,1516,1376,1,2,,16.96460033,,,,1
North,Nordic Center,1516,1377,1,,,,,,,0
North,Nordic Center,1516,1383,1,2,,1.044579557,,,,1
North,Nordic Center,1516,1384,1,3,,19.79203372,,,,1
North,Nordic Center,1516,1395,1,,,,,,,0
North,Nordic Center,1516,1396,1,,,,,,,0
North,Nordic Center,1516,1397,1,,,,,,,0
North,Nordic Center,1516,1398,1,2,,1.507964474,,,,1
North,Nordic Center,1516,1400,1,,,,,,,0
North,Nordic Center,1516,1413,1,2,,0.628318531,,,,1
North,Nordic Center,1516,1428,1,,,,,,,0
North,Nordic Center,1516,1433,1,2,,7.539822369,,,,1
North,Nordic Center,1516,1435,1,2,,2.827433388,,,,1
North,Nordic Center,1516,1436,1,,,,,,,0
North,Nordic Center,1516,1440,1,,,,,,,0
North,Nordic Center,1516,1445,1,,,,,,,0
North,Nordic Center,1516,1447,1,,,,,,,0
North,Nordic Center,1516,1451,1,2,,2.748893572,,,,1
North,Nordic Center,1516,1452,1,2,,4.005530633,,,,1
North,Nordic Center,1516,1453,1,,,,,,,0
North,Nordic Center,1516,1456,1,2,,2.544690049,,,,1
North,Nordic Center,1516,1458,1,,,,,,,0
North,Nordic Center,1516,1460,1,,,,,,,0
North,Nordic Center,1516,1461,1,,,,,,,0
North,Nordic Center,1516,1463,1,2,,1.29590697,,,,1
North,Nordic Center,1516,1464,1,,,,,,,0
North,Nordic Center,1516,1467,1,,,,,,,0
North,Nordic Center,1516,1469,1,,,,,,,0
North,Nordic Center,1516,1476,1,2,,0.117809725,,,,1
North,Nordic Center,1516,1477,1,,,,,,,0
North,Nordic Center,1516,1479,1,2,,52.42532741,,,,1
North,Nordic Center,1516,1482,1,,,,,,,0
North,Nordic Center,1516,1488,1,2,,0.942477796,,,,1
North,Nordic Center,1516,1495,1,,,,,,,0
North,Nordic Center,1516,1496,1,,,,,,,0
North,Nordic Center,1516,1519,1,,,,,,,0
North,Nordic Center,1516,1537,1,,,,,,,0
North,Nordic Center,1516,1538,1,,,,,,,0
North,Nordic Center,1516,1543,1,,,,,,,0
North,Nordic Center,1516,1547,1,,,,,,,0
North,Nordic Center,1516,1548,1,,,,,,,0
North,Nordic Center,1516,1552,1,2,,9.189158512,,,,1
North,Nordic Center,1516,1555,1,,,,,,,0
North,Nordic Center,1516,1560,1,,,,,,,0
North,Nordic Center,1516,1599,1,,,,,,,0
North,Nordic Center,1516,1602,1,,,,,,,0
North,Nordic Center,1516,1604,1,2,,8.246680716,,,,1
North,Nordic Center,1516,1605,1,,,,,,,0
North,Nordic Center,1516,1607,1,,,,,,,0
North,Nordic Center,1516,1609,1,,,,,,,0
North,Nordic Center,1516,1611,1,,,,,,,0
North,Nordic Center,1516,1612,1,,,,,,,0
North,Nordic Center,1516,1613,1,,,,,,,0
North,Nordic Center,1516,1623,1,2,,2.937389131,,,,1
North,Nordic Center,1516,1626,1,,,,,,,0
North,Nordic Center,1516,1627,1,2,,16.10066235,,,,1
North,Nordic Center,1516,1630,1,,,,,,,0
North,Nordic Center,1516,1631,1,,,,,,,0
North,Nordic Center,1516,1632,1,2,,0.314159265,,,,1
North,Nordic Center,1516,1633,1,2,,10.44579557,,,,1
North,Nordic Center,1516,1634,1,2,,8.835729338,,,,1
North,Nordic Center,1516,1635,1,,,,,,,0
North,Nordic Center,1516,1636,1,,,,,,,0
North,Nordic Center,1516,1638,1,,,,,,,0
North,Nordic Center,1516,1639,1,2,,0.879645943,,,,1
North,Nordic Center,1516,1642,1,,,,,,,0
North,Nordic Center,1516,1702,1,2,,0.895353906,,,,1
North,Nordic Center,1516,1703,1,,,,,,,0
North,Reservoir,1314,2,2,2,35.53,15.71,,,,1
North,Reservoir,1314,4,1,,,,,,,0
North,Reservoir,1314,5,1,2,,0.2,,,,1
North,Reservoir,1314,6,1,,,,,,,0
North,Reservoir,1314,8,2,2,4.27,27.49,,,,1
North,Reservoir,1314,9,2,,15.81,,,,,0
North,Reservoir,1314,11,2,3,50.07,90.32,,,,1
North,Reservoir,1314,13,2,3,105.73,207.35,,,,1
North,Reservoir,1314,14,2,3,22.46,3.14,,,,1
North,Reservoir,1314,15,2,2,0.75,2.36,,,,1
North,Reservoir,1314,16,1,2,,21.99,,,,1
North,Reservoir,1314,17,1,,,,,,,0
North,Reservoir,1314,18,1,2,,31.42,,,,1
North,Reservoir,1314,19,1,,,,,,,0
North,Reservoir,1314,20,2,2,,31.42,,,,1
North,Reservoir,1314,23,2,2,62.77,85.8,,,,1
North,Reservoir,1314,24,1,,,,,,,0
North,Reservoir,1314,25,1,,,,,,,0
North,Reservoir,1314,27,2,3,28.86,102.1,,,,1
North,Reservoir,1314,29,1,2,,1.18,,,,1
North,Reservoir,1314,30,1,,,,,,,0
North,Reservoir,1314,31,1,2,,4.71,,,,1
North,Reservoir,1314,32,2,,6.41,,,,,0
North,Reservoir,1314,34,2,3,73.51,115.45,,,,1
North,Reservoir,1314,36,1,,,,,,,0
North,Reservoir,1314,39,1,,,,,,,0
North,Reservoir,1314,40,1,,,,,,,0
North,Reservoir,1314,41,2,2,12.75,36.72,,,,1
North,Reservoir,1314,46,1,2,,8.84,,,,1
North,Reservoir,1314,47,1,,,,,,,0
North,Reservoir,1314,48,1,,,,,,,0
North,Reservoir,1314,50,2,2,2.47,7.07,,,,1
North,Reservoir,1314,52,1,,,,,,,0
North,Reservoir,1314,53,1,,,,,,,0
North,Reservoir,1314,55,1,,,,,,,0
North,Reservoir,1314,56,1,,,,,,,0
North,Reservoir,1314,64,1,,,,,,,0
North,Reservoir,1314,65,1,2,,0.59,,,,1
North,Reservoir,1314,66,1,,,,,,,0
North,Reservoir,1314,67,1,,,,,,,0
North,Reservoir,1314,68,1,,,,,,,0
North,Reservoir,1314,71,2,3,65.8,155.51,,,,1
North,Reservoir,1314,72,1,,,,,,,0
North,Reservoir,1314,73,1,,,,,,,0
North,Reservoir,1314,74,1,,,,,,,0
North,Reservoir,1314,76,2,,34.29,,,,,0
North,Reservoir,1314,79,2,2,21.77,26.51,,,,1
North,Reservoir,1314,80,1,,,,,,,0
North,Reservoir,1314,81,2,,4.33,,,,,0
North,Reservoir,1314,82,2,3,19.79,49.68,,,,1
North,Reservoir,1314,83,1,,,,,,,0
North,Reservoir,1314,84,1,,,,,,,0
North,Reservoir,1314,85,2,3,34.16,27.49,,,,1
North,Reservoir,1314,86,1,,,,,,,0
North,Reservoir,1314,87,1,,,,,,,0
North,Reservoir,1314,88,1,,,,,,,0
North,Reservoir,1314,89,1,,,,,,,0
North,Reservoir,1314,90,1,,,,,,,0
North,Reservoir,1314,92,2,3,31.81,41.23,,,,1
North,Reservoir,1314,93,1,,,,,,,0
North,Reservoir,1314,94,1,,,,,,,0
North,Reservoir,1314,96,1,,,,,,,0
North,Reservoir,1314,99,1,,,,,,,0
North,Reservoir,1314,103,1,2,,0.2,,,,1
North,Reservoir,1314,104,1,,,,,,,0
North,Reservoir,1314,109,1,,,,,,,0
North,Reservoir,1314,110,1,,,,,,,0
North,Reservoir,1314,111,1,,,,,,,0
North,Reservoir,1314,112,1,,,,,,,0
North,Reservoir,1314,113,2,3,4.36,10.8,,,,1
North,Reservoir,1314,114,2,2,15.17,30.63,,,,1
North,Reservoir,1314,118,1,,,,,,,0
North,Reservoir,1314,119,1,,,,,,,0
North,Reservoir,1314,120,1,,,,,,,0
North,Reservoir,1314,121,1,,,,,,,0
North,Reservoir,1314,122,1,,,,,,,0
North,Reservoir,1314,123,1,,,,,,,0
North,Reservoir,1314,124,1,,,,,,,0
North,Reservoir,1314,125,1,,,,,,,0
North,Reservoir,1314,126,1,,,,,,,0
North,Reservoir,1314,127,2,,8.64,,,,,0
North,Reservoir,1314,128,1,,,,,,,0
North,Reservoir,1314,129,1,,,,,,,0
North,Reservoir,1314,130,2,2,9.42,12.57,,,,1
North,Reservoir,1314,131,2,3,10.05,37.7,,,,1
North,Reservoir,1314,132,1,2,,0.2,,,,1
North,Reservoir,1314,133,1,,,,,,,0
North,Reservoir,1314,134,2,3,122.65,252.9,,,,1
North,Reservoir,1314,135,1,,,,,,,0
North,Reservoir,1314,136,1,,,,,,,0
North,Reservoir,1314,137,1,2,,1.57,,,,1
North,Reservoir,1314,138,1,,,,,,,0
North,Reservoir,1314,139,1,,,,,,,0
North,Reservoir,1314,140,1,,,,,,,0
North,Reservoir,1314,142,1,,,,,,,0
North,Reservoir,1314,143,1,,,,,,,0
North,Reservoir,1314,145,1,,,,,,,0
North,Reservoir,1314,147,1,,,,,,,0
North,Reservoir,1314,150,2,2,9.62,7.85,,,,1
North,Reservoir,1314,151,2,3,37.75,131.95,,,,1
North,Reservoir,1314,153,1,,,,,,,0
North,Reservoir,1314,154,1,,,,,,,0
North,Reservoir,1314,155,1,,,,,,,0
North,Reservoir,1314,157,2,2,16.49,23.56,,,,1
North,Reservoir,1314,159,1,,,,,,,0
North,Reservoir,1314,160,1,,,,,,,0
North,Reservoir,1314,161,1,,,,,,,0
North,Reservoir,1314,162,1,,,,,,,0
North,Reservoir,1314,164,1,,,,,,,0
North,Reservoir,1314,165,1,,,,,,,0
North,Reservoir,1314,166,1,,,,,,,0
North,Reservoir,1314,167,1,,,,,,,0
North,Reservoir,1314,168,2,,13.48,,,,,0
North,Reservoir,1314,171,1,,,,,,,0
North,Reservoir,1314,172,1,,,,,,,0
North,Reservoir,1314,175,2,2,50.89,64.8,,,,1
North,Reservoir,1314,176,1,,,,,,,0
North,Reservoir,1314,177,2,2,7.07,77.75,,,,1
North,Reservoir,1314,179,2,,38.05,,,,,0
North,Reservoir,1314,180,2,2,88.62,37.7,,,,1
North,Reservoir,1314,181,2,3,51.33,36.72,,,,1
North,Reservoir,1314,183,2,2,18.8,24.74,,,,1
North,Reservoir,1314,185,2,2,9.11,5.5,,,,1
North,Reservoir,1314,186,,,,,,,,
North,Reservoir,1314,188,2,3,42.76,42.41,,,,1
North,Reservoir,1314,189,2,3,123.9,28.27,,,,1
North,Reservoir,1314,192,2,3,56.9,37.7,,,,1
North,Reservoir,1314,193,1,,,,,,,0
North,Reservoir,1314,194,2,,5.07,,,,,0
North,Reservoir,1314,195,2,2,41.23,18.85,,,,1
North,Reservoir,1314,196,2,2,47.72,40.84,,,,1
North,Reservoir,1314,197,1,,,,,,,0
North,Reservoir,1314,712,,1,,,,,,
North,Reservoir,1314,713,,1,,,,,,
North,Reservoir,1314,714,,1,,,,,,
North,Reservoir,1314,715,,1,,,,,,
North,Reservoir,1314,716,,1,,,,,,
North,Reservoir,1314,717,,1,,,,,,
North,Reservoir,1314,718,,1,,,,,,
North,Reservoir,1314,719,,1,,,,,,
North,Reservoir,1314,720,,2,,1.18,,,,
North,Reservoir,1314,721,,1,,,,,,
North,Reservoir,1314,722,,2,,2.95,,,,
North,Reservoir,1314,723,,1,,,,,,
North,Reservoir,1314,724,,2,,21.21,,,,
North,Reservoir,1314,725,,1,,,,,,
North,Reservoir,1314,726,,1,,,,,,
North,Reservoir,1314,727,,1,,,,,,
North,Reservoir,1314,728,,1,,,,,,
North,Reservoir,1314,729,,1,,,,,,
North,Reservoir,1314,730,,1,,,,,,
North,Reservoir,1314,731,,1,,,,,,
North,Reservoir,1314,732,,1,,,,,,
North,Reservoir,1314,733,,1,,,,,,
North,Reservoir,1314,734,,3,,54.19,,,,
North,Reservoir,1314,735,,3,,40.84,,,,
North,Reservoir,1314,736,,3,,223.84,,,,
North,Reservoir,1314,737,,3,,116.83,,,,
North,Reservoir,1314,738,,3,,77.75,,,,
North,Reservoir,1314,739,,3,,72.26,,,,
North,Reservoir,1314,740,,2,,51.84,,,,
North,Reservoir,1314,741,,1,,,,,,
North,Reservoir,1314,742,,3,,43.98,,,,
North,Reservoir,1314,743,,1,,,,,,
North,Reservoir,1314,744,,1,,,,,,
North,Reservoir,1314,745,,1,,,,,,
North,Reservoir,1314,746,,1,,,,,,
North,Reservoir,1314,747,,3,,127.63,,,,
North,Reservoir,1314,748,,1,,,,,,
North,Reservoir,1314,749,,3,,113.1,,,,
North,Reservoir,1314,750,,3,,133.52,,,,
North,Reservoir,1314,751,,1,,,,,,
North,Reservoir,1314,752,,3,,65.97,,,,
North,Reservoir,1314,753,,1,,,,,,
North,Reservoir,1314,754,,2,,76.58,,,,
North,Reservoir,1314,755,,2,,76.97,,,,
North,Reservoir,1314,756,,3,,112.9,,,,
North,Reservoir,1314,757,,2,,3.93,,,,
North,Reservoir,1314,758,,1,,,,,,
North,Reservoir,1314,759,,3,,164.93,,,,
North,Reservoir,1314,760,,2,,43.2,,,,
North,Reservoir,1314,761,,3,,103.08,,,,
North,Reservoir,1314,762,,1,,,,,,
North,Reservoir,1314,763,,1,,,,,,
North,Reservoir,1314,764,,1,,,,,,
North,Reservoir,1314,765,,1,,,,,,
North,Reservoir,1314,766,,1,,,,,,
North,Reservoir,1314,767,,1,,,,,,
North,Reservoir,1314,768,,3,,60.08,,,,
North,Reservoir,1314,769,,3,,289.81,,,,
North,Reservoir,1314,770,,1,,,,,,
North,Reservoir,1314,771,,1,,,,,,
North,Reservoir,1314,772,,1,,,,,,
North,Reservoir,1314,773,,1,,,,,,
North,Reservoir,1314,774,,2,,45.95,,,,
North,Reservoir,1314,775,,3,,169.65,,,,
North,Reservoir,1314,776,,1,,,,,,
North,Reservoir,1314,777,,3,,48.5,,,,
North,Reservoir,1314,778,,1,,,,,,
North,Reservoir,1314,779,,1,,,,,,
North,Reservoir,1314,780,,1,,,,,,
North,Reservoir,1314,781,,1,,,,,,
North,Reservoir,1314,782,,1,,,,,,
North,Reservoir,1314,783,,1,,,,,,
North,Reservoir,1314,784,,1,,,,,,
North,Reservoir,1314,785,,1,,,,,,
North,Reservoir,1314,786,,2,,0.59,,,,
North,Reservoir,1314,787,,2,,142.35,,,,
North,Reservoir,1314,788,,1,,,,,,
North,Reservoir,1314,789,,2,,11.78,,,,
North,Reservoir,1314,790,,2,,0.98,,,,
North,Reservoir,1314,791,,3,,102.1,,,,
North,Reservoir,1314,792,,2,,5.3,,,,
North,Reservoir,1314,793,,3,,60.08,,,,
North,Reservoir,1314,794,,3,,21.21,,,,
North,Reservoir,1314,795,,1,,,,,,
North,Reservoir,1314,796,,3,,38.88,,,,
North,Reservoir,1314,797,,3,,247.01,,,,
North,Reservoir,1314,798,,3,,197.92,,,,
North,Reservoir,1314,799,,3,,469.67,,,,
North,Reservoir,1314,800,,3,,285.1,,,,
North,Reservoir,1314,801,,1,,,,,,
North,Reservoir,1314,802,,3,,122.52,,,,
North,Reservoir,1314,803,,1,,,,,,
North,Reservoir,1314,804,,1,,,,,,
North,Reservoir,1314,805,,2,,0.2,,,,
North,Reservoir,1314,806,,1,,,,,,
North,Reservoir,1314,807,,3,,329.87,,,,
North,Reservoir,1314,808,,3,,294.52,,,,
North,Reservoir,1314,809,,2,,31.42,,,,
North,Reservoir,1314,810,,3,,81.68,,,,
North,Reservoir,1314,811,,1,,,,,,
North,Reservoir,1314,812,,1,,,,,,
North,Reservoir,1314,813,,1,,,,,,
North,Reservoir,1314,814,,3,,146.87,,,,
North,Reservoir,1314,815,,1,,,,,,
North,Reservoir,1314,816,,3,,74.22,,,,
North,Reservoir,1314,817,,1,,,,,,
North,Reservoir,1314,818,,3,,213.04,,,,
North,Reservoir,1314,819,,1,,,,,,
North,Reservoir,1314,820,,1,,,,,,
North,Reservoir,1314,821,,3,,109.56,,,,
North,Reservoir,1314,822,,3,,274.89,,,,
North,Reservoir,1314,823,,1,,,,,,
North,Reservoir,1314,824,,1,,,,,,
North,Reservoir,1314,825,,1,,,,,,
North,Reservoir,1314,826,,1,,,,,,
North,Reservoir,1314,827,,3,,167.09,,,,
North,Reservoir,1314,828,,1,,,,,,
North,Reservoir,1314,829,,1,,,,,,
North,Reservoir,1314,830,,1,,,,,,
North,Reservoir,1314,831,,3,,,,,,
North,Reservoir,1314,832,,1,,,,,,
North,Reservoir,1314,833,,3,,186.92,,,,
North,Reservoir,1314,834,,1,,,,,,
North,Reservoir,1314,835,,1,,,,,,
North,Reservoir,1314,836,,1,,,,,,
North,Reservoir,1314,837,,1,,,,,,
North,Reservoir,1314,838,,3,,86.39,,,,
North,Reservoir,1314,839,,1,,,,,,
North,Reservoir,1314,840,,3,,146.87,,,,
North,Reservoir,1314,841,,3,,186.92,,,,
North,Reservoir,1314,842,,3,,137.84,,,,
North,Reservoir,1314,843,,2,,200.28,,,,
North,Reservoir,1314,844,,1,,,,,,
North,Reservoir,1314,845,,3,,142.94,,,,
North,Reservoir,1314,846,,3,,148.44,,,,
North,Reservoir,1314,847,,3,,150.8,,,,
North,Reservoir,1314,848,,3,,88.36,,,,
North,Reservoir,1314,849,,3,,325.15,,,,
North,Reservoir,1314,850,,2,,22.97,,,,
North,Reservoir,1314,851,,2,,23.37,,,,
North,Reservoir,1314,852,,3,,94.25,,,,
North,Reservoir,1314,853,,2,,14.14,,,,
North,Reservoir,1314,854,,2,,10.8,,,,
North,Reservoir,1314,855,,1,,,,,,
North,Reservoir,1314,856,,2,,102.1,,,,
North,Reservoir,1314,857,,1,,,,,,
North,Reservoir,1314,858,,2,,17.28,,,,
North,Reservoir,1314,859,,1,,,,,,
North,Reservoir,1314,860,,1,,,,,,
North,Reservoir,1314,861,,1,,,,,,
North,Reservoir,1314,862,,1,,,,,,
North,Reservoir,1314,863,,2,,1.57,,,,
North,Reservoir,1314,864,,2,,3.53,,,,
North,Reservoir,1314,865,,2,,9.42,,,,
North,Reservoir,1314,866,,2,,11.78,,,,
North,Reservoir,1314,942,,,,,,,,
North,Reservoir,1314,943,,,,,,,,
North,Reservoir,1314,944,,,,,,,,
North,Reservoir,1314,945,,,,,,,,
North,Reservoir,1314,947,,,,,,,,
North,Reservoir,1314,948,,,,,,,,
North,Reservoir,1314,949,,,,,,,,
North,Reservoir,1314,950,,,,,,,,
North,Reservoir,1314,951,,,,,,,,
North,Reservoir,1314,952,,,,,,,,
North,Reservoir,1314,953,,,,,,,,
North,Reservoir,1314,954,,,,,,,,
North,Reservoir,1314,955,,,,,,,,
North,Reservoir,1314,956,,,,,,,,
North,Reservoir,1314,957,,,,,,,,
North,Reservoir,1314,958,,,,,,,,
North,Reservoir,1314,959,,,,,,,,
North,Reservoir,1314,960,,,,,,,,
North,Reservoir,1314,961,,,,,,,,
North,Reservoir,1314,962,,,,,,,,
North,Reservoir,1314,963,,,,,,,,
North,Reservoir,1314,964,,,,,,,,
North,Reservoir,1314,965,,,,,,,,
North,Reservoir,1314,966,,,,,,,,
North,Reservoir,1314,967,,,,,,,,
North,Reservoir,1314,968,,,,,,,,
North,Reservoir,1314,969,,,,,,,,
North,Reservoir,1314,970,,,,,,,,
North,Reservoir,1314,971,,,,,,,,
North,Reservoir,1314,972,,,,,,,,
North,Reservoir,1314,973,,,,,,,,
North,Reservoir,1314,974,,,,,,,,
North,Reservoir,1314,975,,,,,,,,
North,Reservoir,1314,976,,,,,,,,
North,Reservoir,1314,977,,,,,,,,
North,Reservoir,1314,978,,,,,,,,
North,Reservoir,1314,979,,,,,,,,
North,Reservoir,1314,980,,,,,,,,
North,Reservoir,1314,981,,,,,,,,
North,Reservoir,1314,982,,,,,,,,
North,Reservoir,1314,983,,,,,,,,
North,Reservoir,1314,984,,,,,,,,
North,Reservoir,1314,985,,,,,,,,
North,Reservoir,1314,986,,,,,,,,
North,Reservoir,1314,987,,,,,,,,
North,Reservoir,1314,988,,,,,,,,
North,Reservoir,1314,989,,,,,,,,
North,Reservoir,1314,990,,,,,,,,
North,Reservoir,1314,991,,,,,,,,
North,Reservoir,1314,992,,,,,,,,
North,Reservoir,1314,993,,,,,,,,
North,Reservoir,1314,994,,,,,,,,
North,Reservoir,1314,995,,,,,,,,
North,Reservoir,1314,996,,,,,,,,
North,Reservoir,1314,997,,,,,,,,
North,Reservoir,1314,998,,,,,,,,
North,Reservoir,1314,999,,,,,,,,
North,Reservoir,1314,1000,,,,,,,,
North,Reservoir,1314,4001,,,,,,,,
North,Reservoir,1314,4002,,,,,,,,
North,Reservoir,1314,4004,,,,,,,,
North,Reservoir,1314,4008,,,,,,,,
North,Reservoir,1314,4010,,,,,,,,
North,Reservoir,1314,4011,,,,,,,,
North,Reservoir,1314,4012,,,,,,,,
North,Reservoir,1314,4015,,,,,,,,
North,Reservoir,1314,4017,,,,,,,,
North,Reservoir,1314,4019,,,,,,,,
North,Reservoir,1314,4023,,,,,,,,
North,Reservoir,1314,4024,,,,,,,,
North,Reservoir,1314,4027,,,,,,,,
North,Reservoir,1314,4028,,,,,,,,
North,Reservoir,1314,4029,,,,,,,,
North,Reservoir,1314,4030,,,,,,,,
North,Reservoir,1314,4033,,,,,,,,
North,Reservoir,1314,4035,,,,,,,,
North,Reservoir,1314,4038,,,,,,,,
North,Reservoir,1314,4040,,,,,,,,
North,Reservoir,1314,4042,,,,,,,,
North,Reservoir,1314,4043,,,,,,,,
North,Reservoir,1314,4044,,,,,,,,
North,Reservoir,1314,4045,,,,,,,,
North,Reservoir,1314,4046,,,,,,,,
North,Reservoir,1314,4052,,,,,,,,
North,Reservoir,1314,4057,,,,,,,,
North,Reservoir,1314,4058,,,,,,,,
North,Reservoir,1314,4061,,,,,,,,
North,Reservoir,1314,4078,,,,,,,,
North,Reservoir,1314,4089,,,,,,,,
North,Reservoir,1314,4096,,,,,,,,
North,Reservoir,1314,4097,,,,,,,,
North,Reservoir,1314,4106,,,,,,,,
North,Reservoir,1314,4109,,,,,,,,
North,Reservoir,1314,4123,,,,,,,,
North,Reservoir,1314,4131,,,,,,,,
North,Reservoir,1314,4135,,,,,,,,
North,Reservoir,1314,4137,,,,,,,,
North,Reservoir,1314,4138,,,,,,,,
North,Reservoir,1314,4142,,,,,,,,
North,Reservoir,1314,4143,,,,,,,,
North,Reservoir,1314,4144,,,,,,,,
North,Reservoir,1314,4145,,,,,,,,
North,Reservoir,1314,4147,,,,,,,,
North,Reservoir,1314,4148,,,,,,,,
North,Reservoir,1314,4149,,,,,,,,
North,Reservoir,1314,4152,,,,,,,,
North,Reservoir,1314,4153,,,,,,,,
North,Reservoir,1314,4192,,,,,,,,
North,Reservoir,1314,4199,,,,,,,,
North,Reservoir,1415,4,,,,,,,,
North,Reservoir,1415,6,,,,,,,,
North,Reservoir,1415,9,,,,,,,,
North,Reservoir,1415,17,,,,,,,,
North,Reservoir,1415,19,,,,,,,,
North,Reservoir,1415,24,,,,,,,,
North,Reservoir,1415,25,,,,,,,,
North,Reservoir,1415,30,,,,,,,,
North,Reservoir,1415,32,,,,,,,,
North,Reservoir,1415,36,,,,,,,,
North,Reservoir,1415,39,,,,,,,,
North,Reservoir,1415,40,,,,,,,,
North,Reservoir,1415,47,,,,,,,,
North,Reservoir,1415,48,,,,,,,,
North,Reservoir,1415,52,,,,,,,,
North,Reservoir,1415,53,,,,,,,,
North,Reservoir,1415,55,,,,,,,,
North,Reservoir,1415,56,,,,,,,,
